stage,ethnicity,age_group,year,prevalence,lower,upper
K5,overall,18-30,2023,0.0,0.0,0.0
K1,overall,31-40,2023,3.71,2.7,4.71
K2,overall,31-40,2023,0.53,0.42,0.63
K3a,overall,31-40,2023,0.1,0.1,0.1
K3b,overall,31-40,2023,0.01,0.0,0.01
K4,overall,31-40,2023,0.0,0.0,0.0
K5,overall,31-40,2023,0.0,0.0,0.0
K1,overall,41-50,2023,4.51,3.05,5.98
K2,overall,41-50,2023,1.07,0.86,1.29
K3a,overall,41-50,2023,0.4,0.38,0.42
K3b,overall,41-50,2023,0.07,0.06,0.08
K4,overall,41-50,2023,0.01,0.0,0.01
K5,overall,41-50,2023,0.0,0.0,0.01
K1,overall,51-60,2023,6.29,4.51,8.07
K2,overall,51-60,2023,2.95,2.48,3.42
K3a,overall,51-60,2023,1.47,1.39,1.55
K3b,overall,51-60,2023,0.56,0.47,0.66
K4,overall,51-60,2023,0.09,0.05,0.13
K5,overall,51-60,2023,0.06,0.02,0.1
K1,overall,61-70,2023,9.37,7.55,11.18
K2,overall,61-70,2023,7.7,6.93,8.48
K3a,overall,61-70,2023,4.1,3.96,4.24
K3b,overall,61-70,2023,2.68,2.42,2.94
K4,overall,61-70,2023,0.61,0.44,0.79
K5,overall,61-70,2023,0.43,0.18,0.69
K1,overall,71-80,2023,9.84,8.05,11.64
K2,overall,71-80,2023,12.18,10.96,13.4
K3a,overall,71-80,2023,6.75,6.64,6.85
K3b,overall,71-80,2023,6.77,6.45,7.09
K4,overall,71-80,2023,1.75,1.42,2.07
K5,overall,71-80,2023,1.31,0.69,1.93
K1,overall,80+,2023,9.77,7.97,11.58
K2,overall,80+,2023,17.29,15.39,19.2
K3a,overall,80+,2023,8.03,8.07,7.98
K3b,overall,80+,2023,10.07,9.64,10.49
K4,overall,80+,2023,2.61,2.25,2.97
K5,overall,80+,2023,1.33,0.89,1.76
K1,overall,Overall,2024,6.09,4.7,7.48
K2,overall,Overall,2024,3.8,3.37,4.23
K3a,overall,Overall,2024,1.87,1.83,1.9
K3b,overall,Overall,2024,1.46,1.37,1.55
K4,overall,Overall,2024,0.35,0.28,0.43
K5,overall,Overall,2024,0.24,0.12,0.36
K1,chn,Overall,2024,4.55,3.38,5.73
K2,chn,Overall,2024,4.06,3.52,4.61
K3a,chn,Overall,2024,2.46,2.43,2.49
K3b,chn,Overall,2024,1.93,1.83,2.04
K4,chn,Overall,2024,0.48,0.39,0.57
K5,chn,Overall,2024,0.27,0.14,0.39
K1,mal,Overall,2024,7.56,5.98,9.15
K2,mal,Overall,2024,3.28,3.02,3.54
K3a,mal,Overall,2024,1.19,1.14,1.24
K3b,mal,Overall,2024,1.1,1.04,1.17
K4,mal,Overall,2024,0.24,0.19,0.3
K5,mal,Overall,2024,0.15,0.07,0.24
K1,ind,Overall,2024,5.14,3.85,6.43
K2,ind,Overall,2024,5.34,4.56,6.12
K3a,ind,Overall,2024,2.88,2.86,2.91
K3b,ind,Overall,2024,1.64,1.47,1.81
K4,ind,Overall,2024,0.45,0.32,0.59
K5,ind,Overall,2024,0.47,0.23,0.71
K1,overall,18-30,2024,2.92,2.33,3.51
K2,overall,18-30,2024,0.27,0.22,0.31
K3a,overall,18-30,2024,0.04,0.04,0.04
K3b,overall,18-30,2024,0.0,0.0,0.0
K4,overall,18-30,2024,0.0,0.0,0.0
K5,overall,18-30,2024,0.0,0.0,0.0
K1,overall,31-40,2024,4.28,3.21,5.34
K2,overall,31-40,2024,0.6,0.5,0.7
K3a,overall,31-40,2024,0.1,0.1,0.1
K3b,overall,31-40,2024,0.01,0.0,0.01
K4,overall,31-40,2024,0.0,0.0,0.0
K5,overall,31-40,2024,0.0,0.0,0.0
K1,overall,41-50,2024,4.97,3.48,6.45
K2,overall,41-50,2024,1.19,0.97,1.41
K3a,overall,41-50,2024,0.4,0.38,0.41
K3b,overall,41-50,2024,0.07,0.06,0.08
K4,overall,41-50,2024,0.01,0.0,0.01
K5,overall,41-50,2024,0.0,0.0,0.0
K1,overall,51-60,2024,6.65,4.83,8.48
K2,overall,51-60,2024,3.09,2.62,3.56
K3a,overall,51-60,2024,1.49,1.41,1.58
K3b,overall,51-60,2024,0.56,0.47,0.66
K4,overall,51-60,2024,0.09,0.05,0.14
K5,overall,51-60,2024,0.06,0.02,0.1
K1,overall,61-70,2024,9.57,7.76,11.37
K2,overall,61-70,2024,7.94,7.15,8.73
K3a,overall,61-70,2024,4.15,4.01,4.3
K3b,overall,61-70,2024,2.77,2.51,3.02
K4,overall,61-70,2024,0.62,0.45,0.8
K5,overall,61-70,2024,0.44,0.19,0.7
K1,overall,71-80,2024,10.01,8.18,11.85
K2,overall,71-80,2024,12.46,11.22,13.7
K3a,overall,71-80,2024,6.8,6.71,6.89
K3b,overall,71-80,2024,6.89,6.58,7.21
K4,overall,71-80,2024,1.79,1.47,2.12
K5,overall,71-80,2024,1.33,0.7,1.96
K1,overall,80+,2024,9.91,8.09,11.73
K2,overall,80+,2024,17.49,15.5,19.48
K3a,overall,80+,2024,8.08,8.18,7.99
K3b,overall,80+,2024,10.17,9.87,10.46
K4,overall,80+,2024,2.62,2.21,3.03
K5,overall,80+,2024,1.34,0.8,1.88
K1,overall,Overall,2025,6.56,5.13,7.99
K2,overall,Overall,2025,4.05,3.61,4.49
K3a,overall,Overall,2025,1.94,1.89,1.99
K3b,overall,Overall,2025,1.52,1.44,1.6
K4,overall,Overall,2025,0.37,0.29,0.46
K5,overall,Overall,2025,0.25,0.13,0.37
K1,chn,Overall,2025,4.89,3.68,6.11
K2,chn,Overall,2025,4.34,3.78,4.89
K3a,chn,Overall,2025,2.56,2.51,2.6
K3b,chn,Overall,2025,2.02,1.92,2.11
K4,chn,Overall,2025,0.5,0.41,0.6
K5,chn,Overall,2025,0.28,0.15,0.42
K1,mal,Overall,2025,8.13,6.51,9.74
K2,mal,Overall,2025,3.47,3.2,3.73
K3a,mal,Overall,2025,1.24,1.18,1.3
K3b,mal,Overall,2025,1.14,1.09,1.2
K4,mal,Overall,2025,0.25,0.2,0.31
K5,mal,Overall,2025,0.16,0.08,0.25
K1,ind,Overall,2025,5.59,4.26,6.92
K2,ind,Overall,2025,5.73,4.91,6.55
K3a,ind,Overall,2025,2.98,2.96,3.0
K3b,ind,Overall,2025,1.74,1.58,1.9
K4,ind,Overall,2025,0.49,0.34,0.64
K5,ind,Overall,2025,0.5,0.25,0.74
K1,overall,18-30,2025,3.38,2.74,4.03
K2,overall,18-30,2025,0.31,0.26,0.36
K3a,overall,18-30,2025,0.04,0.04,0.04
K3b,overall,18-30,2025,0.0,0.0,0.0
K4,overall,18-30,2025,0.0,0.0,0.0
K5,overall,18-30,2025,0.0,0.0,0.0
K1,overall,31-40,2025,4.89,3.77,6.01
K2,overall,31-40,2025,0.69,0.59,0.79
K3a,overall,31-40,2025,0.1,0.1,0.1
K3b,overall,31-40,2025,0.01,0.01,0.01
K4,overall,31-40,2025,0.0,0.0,0.0
K5,overall,31-40,2025,0.0,0.0,0.0
K1,overall,41-50,2025,5.5,3.95,7.05
K2,overall,41-50,2025,1.33,1.1,1.56
K3a,overall,41-50,2025,0.4,0.38,0.42
K3b,overall,41-50,2025,0.07,0.06,0.07
K4,overall,41-50,2025,0.01,0.0,0.01
K5,overall,41-50,2025,0.0,0.0,0.0
K1,overall,51-60,2025,7.01,5.16,8.85
K2,overall,51-60,2025,3.23,2.75,3.71
K3a,overall,51-60,2025,1.52,1.42,1.62
K3b,overall,51-60,2025,0.56,0.47,0.65
K4,overall,51-60,2025,0.1,0.05,0.14
K5,overall,51-60,2025,0.05,0.02,0.09
K1,overall,61-70,2025,9.85,8.05,11.65
K2,overall,61-70,2025,8.15,7.37,8.94
K3a,overall,61-70,2025,4.19,4.06,4.32
K3b,overall,61-70,2025,2.75,2.53,2.98
K4,overall,61-70,2025,0.63,0.44,0.82
K5,overall,61-70,2025,0.46,0.2,0.72
K1,overall,71-80,2025,10.21,8.41,12.0
K2,overall,71-80,2025,12.72,11.52,13.92
K3a,overall,71-80,2025,6.89,6.72,7.05
K3b,overall,71-80,2025,6.97,6.67,7.27
K4,overall,71-80,2025,1.82,1.46,2.18
K5,overall,71-80,2025,1.33,0.71,1.95
K1,overall,80+,2025,10.04,8.16,11.92
K2,overall,80+,2025,17.85,15.78,19.92
K3a,overall,80+,2025,8.08,8.16,7.99
K3b,overall,80+,2025,10.08,9.86,10.31
K4,overall,80+,2025,2.65,2.23,3.06
K5,overall,80+,2025,1.37,0.88,1.87
K1,overall,Overall,2026,7.03,5.57,8.49
K2,overall,Overall,2026,4.3,3.85,4.74
K3a,overall,Overall,2026,2.01,1.95,2.06
K3b,overall,Overall,2026,1.59,1.52,1.67
K4,overall,Overall,2026,0.4,0.31,0.48
K5,overall,Overall,2026,0.26,0.14,0.38
K1,chn,Overall,2026,5.23,3.98,6.48
K2,chn,Overall,2026,4.6,4.03,5.17
K3a,chn,Overall,2026,2.64,2.6,2.69
K3b,chn,Overall,2026,2.12,2.02,2.21
K4,chn,Overall,2026,0.54,0.44,0.64
K5,chn,Overall,2026,0.3,0.16,0.43
K1,mal,Overall,2026,8.69,7.05,10.34
K2,mal,Overall,2026,3.66,3.4,3.92
K3a,mal,Overall,2026,1.28,1.22,1.35
K3b,mal,Overall,2026,1.19,1.13,1.24
K4,mal,Overall,2026,0.27,0.21,0.33
K5,mal,Overall,2026,0.17,0.08,0.26
K1,ind,Overall,2026,6.02,4.67,7.37
K2,ind,Overall,2026,6.15,5.32,6.98
K3a,ind,Overall,2026,3.1,3.05,3.15
K3b,ind,Overall,2026,1.82,1.7,1.95
K4,ind,Overall,2026,0.52,0.36,0.67
K5,ind,Overall,2026,0.51,0.25,0.77
K1,overall,18-30,2026,3.8,3.14,4.46
K2,overall,18-30,2026,0.34,0.3,0.39
K3a,overall,18-30,2026,0.04,0.04,0.04
K3b,overall,18-30,2026,0.0,0.0,0.0
K4,overall,18-30,2026,0.0,0.0,0.0
K5,overall,18-30,2026,0.0,0.0,0.0
K1,overall,31-40,2026,5.52,4.36,6.69
K2,overall,31-40,2026,0.78,0.67,0.88
K3a,overall,31-40,2026,0.11,0.11,0.1
K3b,overall,31-40,2026,0.01,0.01,0.01
K4,overall,31-40,2026,0.0,0.0,0.0
K5,overall,31-40,2026,0.0,0.0,0.0
K1,overall,41-50,2026,6.08,4.45,7.7
K2,overall,41-50,2026,1.47,1.25,1.69
K3a,overall,41-50,2026,0.4,0.37,0.42
K3b,overall,41-50,2026,0.07,0.06,0.08
K4,overall,41-50,2026,0.01,0.0,0.01
K5,overall,41-50,2026,0.0,0.0,0.0
K1,overall,51-60,2026,7.42,5.56,9.28
K2,overall,51-60,2026,3.42,2.95,3.9
K3a,overall,51-60,2026,1.52,1.43,1.62
K3b,overall,51-60,2026,0.56,0.48,0.64
K4,overall,51-60,2026,0.09,0.05,0.14
K5,overall,51-60,2026,0.05,0.02,0.09
K1,overall,61-70,2026,10.13,8.3,11.95
K2,overall,61-70,2026,8.42,7.66,9.18
K3a,overall,61-70,2026,4.25,4.1,4.4
K3b,overall,61-70,2026,2.77,2.55,2.99
K4,overall,61-70,2026,0.64,0.45,0.83
K5,overall,61-70,2026,0.46,0.2,0.72
K1,overall,71-80,2026,10.32,8.56,12.08
K2,overall,71-80,2026,12.95,11.74,14.15
K3a,overall,71-80,2026,6.97,6.8,7.13
K3b,overall,71-80,2026,7.13,6.85,7.4
K4,overall,71-80,2026,1.9,1.52,2.27
K5,overall,71-80,2026,1.36,0.74,1.98
K1,overall,80+,2026,10.21,8.38,12.03
K2,overall,80+,2026,18.18,15.95,20.41
K3a,overall,80+,2026,8.05,8.04,8.07
K3b,overall,80+,2026,10.06,9.88,10.25
K4,overall,80+,2026,2.72,2.36,3.09
K5,overall,80+,2026,1.31,0.87,1.74
K1,overall,Overall,2027,7.5,5.99,9.01
K2,overall,Overall,2027,4.55,4.09,5.01
K3a,overall,Overall,2027,2.08,2.02,2.14
K3b,overall,Overall,2027,1.67,1.58,1.75
K4,overall,Overall,2027,0.41,0.33,0.5
K5,overall,Overall,2027,0.27,0.14,0.4
K1,chn,Overall,2027,5.56,4.27,6.86
K2,chn,Overall,2027,4.88,4.29,5.47
K3a,chn,Overall,2027,2.74,2.69,2.79
K3b,chn,Overall,2027,2.21,2.11,2.31
K4,chn,Overall,2027,0.56,0.46,0.67
K5,chn,Overall,2027,0.32,0.17,0.46
K1,mal,Overall,2027,9.26,7.56,10.96
K2,mal,Overall,2027,3.86,3.6,4.12
K3a,mal,Overall,2027,1.32,1.25,1.4
K3b,mal,Overall,2027,1.24,1.18,1.3
K4,mal,Overall,2027,0.28,0.22,0.34
K5,mal,Overall,2027,0.17,0.08,0.27
K1,ind,Overall,2027,6.46,5.09,7.83
K2,ind,Overall,2027,6.57,5.73,7.42
K3a,ind,Overall,2027,3.21,3.14,3.28
K3b,ind,Overall,2027,1.92,1.8,2.04
K4,ind,Overall,2027,0.54,0.39,0.7
K5,ind,Overall,2027,0.53,0.26,0.8
K1,overall,18-30,2027,4.23,3.55,4.92
K2,overall,18-30,2027,0.39,0.35,0.43
K3a,overall,18-30,2027,0.04,0.04,0.04
K3b,overall,18-30,2027,0.0,0.0,0.0
K4,overall,18-30,2027,0.0,0.0,0.0
K5,overall,18-30,2027,0.0,0.0,0.0
K1,overall,31-40,2027,6.16,4.9,7.42
K2,overall,31-40,2027,0.87,0.77,0.96
K3a,overall,31-40,2027,0.11,0.11,0.11
K3b,overall,31-40,2027,0.01,0.0,0.01
K4,overall,31-40,2027,0.0,0.0,0.0
K5,overall,31-40,2027,0.0,0.0,0.0
K1,overall,41-50,2027,6.67,5.03,8.32
K2,overall,41-50,2027,1.61,1.36,1.87
K3a,overall,41-50,2027,0.41,0.39,0.44
K3b,overall,41-50,2027,0.07,0.06,0.08
K4,overall,41-50,2027,0.01,0.0,0.01
K5,overall,41-50,2027,0.0,0.0,0.0
K1,overall,51-60,2027,7.82,5.93,9.71
K2,overall,51-60,2027,3.62,3.14,4.09
K3a,overall,51-60,2027,1.56,1.47,1.65
K3b,overall,51-60,2027,0.59,0.51,0.67
K4,overall,51-60,2027,0.09,0.05,0.13
K5,overall,51-60,2027,0.05,0.02,0.09
K1,overall,61-70,2027,10.43,8.55,12.31
K2,overall,61-70,2027,8.68,7.9,9.47
K3a,overall,61-70,2027,4.3,4.14,4.45
K3b,overall,61-70,2027,2.81,2.56,3.05
K4,overall,61-70,2027,0.65,0.46,0.84
K5,overall,61-70,2027,0.46,0.2,0.72
K1,overall,71-80,2027,10.47,8.7,12.24
K2,overall,71-80,2027,13.22,12.05,14.38
K3a,overall,71-80,2027,7.01,6.81,7.2
K3b,overall,71-80,2027,7.18,6.89,7.48
K4,overall,71-80,2027,1.91,1.55,2.26
K5,overall,71-80,2027,1.36,0.74,1.98
K1,overall,80+,2027,10.37,8.47,12.27
K2,overall,80+,2027,18.4,16.23,20.57
K3a,overall,80+,2027,8.09,7.95,8.24
K3b,overall,80+,2027,10.11,9.99,10.23
K4,overall,80+,2027,2.7,2.32,3.07
K5,overall,80+,2027,1.34,0.84,1.83
K1,overall,Overall,2028,7.95,6.41,9.49
K2,overall,Overall,2028,4.81,4.34,5.29
K3a,overall,Overall,2028,2.14,2.08,2.21
K3b,overall,Overall,2028,1.74,1.66,1.83
K4,overall,Overall,2028,0.43,0.35,0.52
K5,overall,Overall,2028,0.28,0.15,0.41
K1,chn,Overall,2028,5.89,4.57,7.2
K2,chn,Overall,2028,5.16,4.54,5.77
K3a,chn,Overall,2028,2.84,2.78,2.9
K3b,chn,Overall,2028,2.32,2.22,2.42
K4,chn,Overall,2028,0.6,0.49,0.7
K5,chn,Overall,2028,0.33,0.18,0.48
K1,mal,Overall,2028,9.81,8.08,11.55
K2,mal,Overall,2028,4.07,3.8,4.33
K3a,mal,Overall,2028,1.36,1.29,1.43
K3b,mal,Overall,2028,1.3,1.23,1.36
K4,mal,Overall,2028,0.29,0.24,0.35
K5,mal,Overall,2028,0.18,0.09,0.27
K1,ind,Overall,2028,6.86,5.44,8.29
K2,ind,Overall,2028,7.02,6.13,7.9
K3a,ind,Overall,2028,3.33,3.27,3.38
K3b,ind,Overall,2028,2.01,1.91,2.12
K4,ind,Overall,2028,0.58,0.41,0.76
K5,ind,Overall,2028,0.52,0.26,0.79
K1,overall,18-30,2028,4.63,3.89,5.37
K2,overall,18-30,2028,0.43,0.38,0.48
K3a,overall,18-30,2028,0.04,0.04,0.04
K3b,overall,18-30,2028,0.0,0.0,0.0
K4,overall,18-30,2028,0.0,0.0,0.0
K5,overall,18-30,2028,0.0,0.0,0.0
K1,overall,31-40,2028,6.78,5.48,8.08
K2,overall,31-40,2028,0.97,0.87,1.07
K3a,overall,31-40,2028,0.11,0.12,0.11
K3b,overall,31-40,2028,0.01,0.0,0.01
K4,overall,31-40,2028,0.0,0.0,0.0
K5,overall,31-40,2028,0.0,0.0,0.0
K1,overall,41-50,2028,7.24,5.56,8.93
K2,overall,41-50,2028,1.76,1.51,2.02
K3a,overall,41-50,2028,0.44,0.41,0.46
K3b,overall,41-50,2028,0.07,0.06,0.08
K4,overall,41-50,2028,0.01,0.0,0.01
K5,overall,41-50,2028,0.0,0.0,0.0
K1,overall,51-60,2028,8.24,6.36,10.12
K2,overall,51-60,2028,3.8,3.36,4.24
K3a,overall,51-60,2028,1.57,1.48,1.67
K3b,overall,51-60,2028,0.6,0.51,0.68
K4,overall,51-60,2028,0.09,0.05,0.13
K5,overall,51-60,2028,0.05,0.02,0.09
K1,overall,61-70,2028,10.73,8.81,12.65
K2,overall,61-70,2028,8.96,8.15,9.78
K3a,overall,61-70,2028,4.35,4.17,4.52
K3b,overall,61-70,2028,2.86,2.63,3.1
K4,overall,61-70,2028,0.66,0.46,0.86
K5,overall,61-70,2028,0.47,0.21,0.73
K1,overall,71-80,2028,10.64,8.91,12.37
K2,overall,71-80,2028,13.49,12.24,14.75
K3a,overall,71-80,2028,6.98,6.8,7.17
K3b,overall,71-80,2028,7.19,6.92,7.47
K4,overall,71-80,2028,1.93,1.58,2.28
K5,overall,71-80,2028,1.35,0.73,1.98
K1,overall,80+,2028,10.47,8.53,12.42
K2,overall,80+,2028,18.38,16.33,20.42
K3a,overall,80+,2028,8.12,8.06,8.18
K3b,overall,80+,2028,10.25,10.02,10.49
K4,overall,80+,2028,2.72,2.42,3.03
K5,overall,80+,2028,1.28,0.82,1.74
K1,overall,Overall,2029,8.4,6.82,9.97
K2,overall,Overall,2029,5.07,4.59,5.55
K3a,overall,Overall,2029,2.21,2.16,2.27
K3b,overall,Overall,2029,1.82,1.73,1.91
K4,overall,Overall,2029,0.46,0.37,0.55
K5,overall,Overall,2029,0.3,0.16,0.44
K1,chn,Overall,2029,6.2,4.86,7.54
K2,chn,Overall,2029,5.43,4.79,6.07
K3a,chn,Overall,2029,2.94,2.88,3.0
K3b,chn,Overall,2029,2.42,2.33,2.51
K4,chn,Overall,2029,0.63,0.52,0.73
K5,chn,Overall,2029,0.35,0.19,0.51
K1,mal,Overall,2029,10.36,8.58,12.13
K2,mal,Overall,2029,4.28,4.02,4.54
K3a,mal,Overall,2029,1.39,1.33,1.46
K3b,mal,Overall,2029,1.34,1.26,1.42
K4,mal,Overall,2029,0.31,0.25,0.37
K5,mal,Overall,2029,0.19,0.1,0.29
K1,ind,Overall,2029,7.25,5.81,8.7
K2,ind,Overall,2029,7.45,6.54,8.35
K3a,ind,Overall,2029,3.42,3.4,3.45
K3b,ind,Overall,2029,2.14,2.03,2.25
K4,ind,Overall,2029,0.61,0.44,0.78
K5,ind,Overall,2029,0.55,0.28,0.82
K1,overall,18-30,2029,4.97,4.21,5.73
K2,overall,18-30,2029,0.46,0.4,0.51
K3a,overall,18-30,2029,0.04,0.04,0.04
K3b,overall,18-30,2029,0.0,0.0,0.0
K4,overall,18-30,2029,0.0,0.0,0.0
K5,overall,18-30,2029,0.0,0.0,0.0
K1,overall,31-40,2029,7.4,6.04,8.76
K2,overall,31-40,2029,1.08,0.99,1.16
K3a,overall,31-40,2029,0.11,0.11,0.11
K3b,overall,31-40,2029,0.01,0.01,0.01
K4,overall,31-40,2029,0.0,0.0,0.0
K5,overall,31-40,2029,0.0,0.0,0.0
K1,overall,41-50,2029,7.83,6.12,9.55
K2,overall,41-50,2029,1.9,1.67,2.13
K3a,overall,41-50,2029,0.44,0.42,0.46
K3b,overall,41-50,2029,0.08,0.07,0.09
K4,overall,41-50,2029,0.01,0.0,0.02
K5,overall,41-50,2029,0.0,0.0,0.0
K1,overall,51-60,2029,8.64,6.71,10.56
K2,overall,51-60,2029,3.99,3.54,4.43
K3a,overall,51-60,2029,1.6,1.52,1.68
K3b,overall,51-60,2029,0.6,0.52,0.67
K4,overall,51-60,2029,0.1,0.06,0.14
K5,overall,51-60,2029,0.05,0.02,0.08
K1,overall,61-70,2029,11.05,9.11,12.99
K2,overall,61-70,2029,9.25,8.4,10.1
K3a,overall,61-70,2029,4.37,4.21,4.54
K3b,overall,61-70,2029,2.93,2.66,3.19
K4,overall,61-70,2029,0.66,0.47,0.85
K5,overall,61-70,2029,0.49,0.22,0.76
K1,overall,71-80,2029,10.84,9.09,12.59
K2,overall,71-80,2029,13.74,12.5,14.98
K3a,overall,71-80,2029,7.05,6.89,7.21
K3b,overall,71-80,2029,7.19,6.93,7.46
K4,overall,71-80,2029,1.96,1.58,2.33
K5,overall,71-80,2029,1.4,0.77,2.02
K1,overall,80+,2029,10.53,8.64,12.41
K2,overall,80+,2029,18.49,16.51,20.47
K3a,overall,80+,2029,8.13,8.08,8.19
K3b,overall,80+,2029,10.32,10.03,10.6
K4,overall,80+,2029,2.79,2.53,3.05
K5,overall,80+,2029,1.27,0.77,1.77
K1,overall,Overall,2030,8.82,7.21,10.42
K2,overall,Overall,2030,5.33,4.84,5.82
K3a,overall,Overall,2030,2.28,2.23,2.33
K3b,overall,Overall,2030,1.9,1.81,1.99
K4,overall,Overall,2030,0.49,0.4,0.58
K5,overall,Overall,2030,0.31,0.17,0.45
K1,chn,Overall,2030,6.5,5.14,7.86
K2,chn,Overall,2030,5.71,5.05,6.36
K3a,chn,Overall,2030,3.02,2.96,3.08
K3b,chn,Overall,2030,2.54,2.44,2.63
K4,chn,Overall,2030,0.66,0.55,0.78
K5,chn,Overall,2030,0.36,0.2,0.53
K1,mal,Overall,2030,10.87,9.06,12.67
K2,mal,Overall,2030,4.48,4.23,4.73
K3a,mal,Overall,2030,1.44,1.38,1.49
K3b,mal,Overall,2030,1.39,1.3,1.48
K4,mal,Overall,2030,0.33,0.27,0.39
K5,mal,Overall,2030,0.2,0.1,0.29
K1,ind,Overall,2030,7.62,6.16,9.07
K2,ind,Overall,2030,7.84,6.88,8.81
K3a,ind,Overall,2030,3.53,3.49,3.56
K3b,ind,Overall,2030,2.24,2.13,2.35
K4,ind,Overall,2030,0.65,0.48,0.81
K5,ind,Overall,2030,0.58,0.32,0.84
K1,overall,18-30,2030,5.24,4.47,6.0
K2,overall,18-30,2030,0.49,0.43,0.55
K3a,overall,18-30,2030,0.04,0.04,0.05
K3b,overall,18-30,2030,0.0,0.0,0.0
K4,overall,18-30,2030,0.0,0.0,0.0
K5,overall,18-30,2030,0.0,0.0,0.0
K1,overall,31-40,2030,8.01,6.6,9.41
K2,overall,31-40,2030,1.18,1.08,1.28
K3a,overall,31-40,2030,0.12,0.12,0.12
K3b,overall,31-40,2030,0.01,0.01,0.01
K4,overall,31-40,2030,0.0,0.0,0.0
K5,overall,31-40,2030,0.0,0.0,0.0
K1,overall,41-50,2030,8.43,6.67,10.2
K2,overall,41-50,2030,2.05,1.83,2.27
K3a,overall,41-50,2030,0.45,0.43,0.46
K3b,overall,41-50,2030,0.09,0.07,0.11
K4,overall,41-50,2030,0.01,0.0,0.01
K5,overall,41-50,2030,0.0,0.0,0.01
K1,overall,51-60,2030,9.06,7.07,11.05
K2,overall,51-60,2030,4.22,3.76,4.68
K3a,overall,51-60,2030,1.64,1.56,1.72
K3b,overall,51-60,2030,0.63,0.55,0.71
K4,overall,51-60,2030,0.1,0.06,0.15
K5,overall,51-60,2030,0.05,0.02,0.09
K1,overall,61-70,2030,11.35,9.41,13.29
K2,overall,61-70,2030,9.48,8.65,10.32
K3a,overall,61-70,2030,4.4,4.25,4.55
K3b,overall,61-70,2030,2.98,2.71,3.25
K4,overall,61-70,2030,0.68,0.48,0.88
K5,overall,61-70,2030,0.49,0.21,0.77
K1,overall,71-80,2030,11.0,9.28,12.71
K2,overall,71-80,2030,13.99,12.73,15.24
K3a,overall,71-80,2030,7.13,7.01,7.25
K3b,overall,71-80,2030,7.22,6.95,7.49
K4,overall,71-80,2030,2.02,1.66,2.38
K5,overall,71-80,2030,1.41,0.78,2.03
K1,overall,80+,2030,10.67,8.8,12.53
K2,overall,80+,2030,18.62,16.66,20.58
K3a,overall,80+,2030,8.04,7.97,8.11
K3b,overall,80+,2030,10.39,10.07,10.72
K4,overall,80+,2030,2.85,2.55,3.15
K5,overall,80+,2030,1.28,0.8,1.76
K1,overall,Overall,2031,9.21,7.58,10.84
K2,overall,Overall,2031,5.59,5.1,6.09
K3a,overall,Overall,2031,2.33,2.29,2.38
K3b,overall,Overall,2031,1.98,1.88,2.07
K4,overall,Overall,2031,0.51,0.42,0.6
K5,overall,Overall,2031,0.32,0.17,0.47
K1,chn,Overall,2031,6.76,5.38,8.14
K2,chn,Overall,2031,5.99,5.32,6.65
K3a,chn,Overall,2031,3.1,3.04,3.16
K3b,chn,Overall,2031,2.65,2.55,2.74
K4,chn,Overall,2031,0.7,0.58,0.81
K5,chn,Overall,2031,0.37,0.2,0.55
K1,mal,Overall,2031,11.37,9.53,13.21
K2,mal,Overall,2031,4.69,4.44,4.95
K3a,mal,Overall,2031,1.46,1.41,1.51
K3b,mal,Overall,2031,1.43,1.34,1.52
K4,mal,Overall,2031,0.35,0.28,0.41
K5,mal,Overall,2031,0.2,0.11,0.3
K1,ind,Overall,2031,7.93,6.44,9.42
K2,ind,Overall,2031,8.27,7.32,9.22
K3a,ind,Overall,2031,3.62,3.59,3.65
K3b,ind,Overall,2031,2.36,2.25,2.48
K4,ind,Overall,2031,0.68,0.52,0.85
K5,ind,Overall,2031,0.61,0.32,0.9
K1,overall,18-30,2031,5.42,4.65,6.2
K2,overall,18-30,2031,0.51,0.45,0.58
K3a,overall,18-30,2031,0.04,0.04,0.05
K3b,overall,18-30,2031,0.0,0.0,0.0
K4,overall,18-30,2031,0.0,0.0,0.0
K5,overall,18-30,2031,0.0,0.0,0.0
K1,overall,31-40,2031,8.62,7.16,10.07
K2,overall,31-40,2031,1.27,1.18,1.37
K3a,overall,31-40,2031,0.12,0.12,0.12
K3b,overall,31-40,2031,0.01,0.01,0.01
K4,overall,31-40,2031,0.0,0.0,0.0
K5,overall,31-40,2031,0.0,0.0,0.0
K1,overall,41-50,2031,8.98,7.17,10.79
K2,overall,41-50,2031,2.19,1.99,2.4
K3a,overall,41-50,2031,0.45,0.42,0.47
K3b,overall,41-50,2031,0.09,0.07,0.12
K4,overall,41-50,2031,0.01,0.01,0.01
K5,overall,41-50,2031,0.0,0.0,0.01
K1,overall,51-60,2031,9.5,7.49,11.51
K2,overall,51-60,2031,4.45,3.99,4.92
K3a,overall,51-60,2031,1.68,1.6,1.75
K3b,overall,51-60,2031,0.65,0.57,0.73
K4,overall,51-60,2031,0.11,0.07,0.15
K5,overall,51-60,2031,0.05,0.02,0.09
K1,overall,61-70,2031,11.64,9.67,13.61
K2,overall,61-70,2031,9.77,8.9,10.63
K3a,overall,61-70,2031,4.41,4.26,4.56
K3b,overall,61-70,2031,3.03,2.77,3.29
K4,overall,61-70,2031,0.69,0.49,0.89
K5,overall,61-70,2031,0.48,0.21,0.76
